Asset_ID,Asset_Type,Fuel_Type,Fuel_Consumed_Litres,Distance_Travelled_KM,Trip_Date,Location_Start,Location_End,Trip_Duration_Hours,Maintenance_Flag,Fuel_Cost_Per_Litre,Driver_ID,Weather_Condition,Asset_Age_Years,Speed_KMPH,Trip_Status,Remarks,Total_Trip_Cost
A-00142,Truck,Jet Fuel,3806.58,749.09,2024-12-16,Ras Laffan,Dubai Port,30.87,No,1.65,D-580,Rainy,2,96.87,Delayed,Fund spend action resource white tend.,6280.86
A-00143,Supply Ship,Jet Fuel,2226.92,1216.44,2024-07-05,Muscat Dock,Abu Dhabi Rig,2.3,No,1.44,D-310,Sunny,14,86.43,Cancelled,With which worry health.,3206.76
A-00144,Supply Ship,Diesel,2836.52,1297.1,2025-06-04,Dubai Port,Abu Dhabi Rig,6.62,No,1.38,D-554,Windy,6,100.15,Cancelled,Bank put president go well lose address cell.,3914.4
A-00145,Supply Ship,Diesel,4100.62,815.94,2023-08-11,Ras Laffan,Abu Dhabi Rig,28.34,Yes,0.61,D-873,Sunny,3,53.32,Delayed,Notice policy line live staff mission however.,2501.38
A-00146,Helicopter,Petrol,1187.78,1030.44,2023-09-20,Muscat Dock,Ras Laffan,15.89,No,1.31,D-790,Sunny,2,60.17,Cancelled,Here system indeed read production husband accept speech.,1555.99
A-00147,Helicopter,Petrol,1780.06,1455.36,2025-02-18,Dubai Port,Muscat Dock,58.72,No,1.8,D-486,Stormy,14,54.18,Completed,Natural artist son my scene.,3204.11
A-00148,Helicopter,Jet Fuel,3889.21,957.85,2025-05-23,Dubai Port,Abu Dhabi Rig,49.03,No,1.16,D-924,Stormy,6,96.65,Delayed,Happen language could parent.,4511.48
A-00149,Truck,Diesel,2895.24,37.82,2025-06-18,Dubai Port,Ras Laffan,69.89,Yes,1.56,D-121,Rainy,8,100.91,Cancelled,Your most investment strategy we though father.,4516.57
A-00150,Supply Ship,Diesel,552.87,35.68,2024-12-07,Abu Dhabi Rig,Ras Laffan,63.98,No,1.86,D-391,Rainy,7,44.93,Completed,Analysis no control imagine deep.,1028.34
A-00151,Helicopter,Petrol,2207.91,1326.01,2023-12-27,Dubai Port,Abu Dhabi Rig,70.41,Yes,1.3,D-526,Rainy,4,77.28,Completed,Five science view instead purpose.,2870.28
A-00152,Helicopter,Jet Fuel,2974.5,1696.0,2024-06-27,Doha Bay,Ras Laffan,26.93,Yes,0.63,D-741,Windy,8,32.6,Completed,Hope too relate father glass anything.,1873.94
A-00153,Truck,Jet Fuel,4556.63,1572.69,2023-09-03,Doha Bay,Doha Bay,35.39,No,0.58,D-210,Rainy,8,21.32,Completed,Someone leader skin style.,2642.85
A-00154,Helicopter,Petrol,1023.59,627.7,2024-07-08,Dubai Port,Ras Laffan,27.46,No,1.7,D-336,Sunny,7,81.01,Completed,Laugh it floor act exactly radio food.,1740.1
A-00155,Truck,Diesel,4049.17,947.54,2025-02-02,Ras Laffan,Muscat Dock,69.47,No,0.55,D-355,Stormy,11,104.02,Delayed,Before grow town through itself lead.,2227.04
A-00156,Tugboat,Petrol,740.06,475.98,2024-07-31,Doha Bay,Ras Laffan,29.59,No,2.0,D-483,Sunny,2,110.66,Completed,Amount toward there garden military ever alone up.,1480.12
A-00157,Helicopter,Petrol,1286.95,1978.41,2025-05-23,Muscat Dock,Abu Dhabi Rig,9.29,No,0.69,D-211,Sunny,4,82.04,Cancelled,Attorney late suddenly woman heart activity trip.,888.0
A-00158,Tugboat,Petrol,1292.39,528.41,2025-05-26,Muscat Dock,Dubai Port,18.79,No,1.66,D-784,Stormy,3,100.87,Cancelled,No film start PM next.,2145.37
A-00159,Truck,Petrol,4399.65,838.36,2023-10-13,Ras Laffan,Doha Bay,31.16,No,1.8,D-921,Stormy,7,60.42,Completed,Free performance seven.,7919.37
A-00160,Supply Ship,Diesel,1075.19,1365.45,2024-12-01,Muscat Dock,Ras Laffan,43.81,No,0.96,D-276,Rainy,12,107.53,Completed,Push first himself such single again seem.,1032.18
A-00161,Helicopter,Petrol,3956.11,1753.28,2025-05-18,Ras Laffan,Doha Bay,44.88,No,1.31,D-684,Windy,14,97.47,Delayed,Wait this phone together threat.,5182.5
A-00162,Truck,Diesel,2362.85,112.44,2024-03-10,Muscat Dock,Muscat Dock,54.87,No,1.93,D-488,Rainy,3,50.85,Completed,Friend fight between recent.,4560.3
A-00163,Supply Ship,Petrol,4995.54,609.03,2024-11-08,Dubai Port,Ras Laffan,47.0,No,1.93,D-299,Rainy,7,79.72,Cancelled,Song seek decide relationship black.,9641.39
A-00164,Supply Ship,Jet Fuel,4211.55,1142.28,2024-10-10,Muscat Dock,Ras Laffan,35.9,No,1.9,D-936,Windy,11,25.13,Delayed,People friend energy allow.,8001.94
A-00165,Tugboat,Diesel,3724.55,1240.44,2025-06-03,Dubai Port,Doha Bay,3.14,No,0.91,D-498,Sunny,8,34.66,Cancelled,Traditional as even shoulder talk start as score.,3389.34
A-00166,Truck,Jet Fuel,4366.56,149.35,2024-03-30,Muscat Dock,Ras Laffan,50.35,No,0.59,D-435,Rainy,14,114.67,Completed,Bed fish since claim.,2576.27
A-00167,Supply Ship,Petrol,3206.75,1331.52,2025-07-02,Muscat Dock,Ras Laffan,7.07,No,0.65,D-565,Stormy,4,20.98,Completed,Positive difference time night image new particular.,2084.39
A-00168,Helicopter,Petrol,4233.9,1060.85,2024-04-24,Muscat Dock,Dubai Port,34.29,No,0.71,D-430,Rainy,7,40.32,Cancelled,Forget doctor cell I big stand.,3006.07
A-00169,Helicopter,Petrol,1379.52,1656.98,2023-11-19,Dubai Port,Doha Bay,64.64,No,1.51,D-429,Rainy,9,33.88,Delayed,Like this enough conference study look suggest put.,2083.08
A-00170,Tugboat,Diesel,578.75,452.16,2024-05-01,Muscat Dock,Abu Dhabi Rig,43.38,No,1.7,D-964,Sunny,7,89.88,Delayed,As event lawyer meet.,983.88
A-00171,Supply Ship,Jet Fuel,3118.07,398.1,2024-08-30,Muscat Dock,Abu Dhabi Rig,15.13,No,0.58,D-311,Rainy,2,30.57,Delayed,Yet herself his order impact only call rate.,1808.48
A-00172,Truck,Diesel,2229.98,1588.74,2024-04-23,Abu Dhabi Rig,Muscat Dock,58.37,No,1.84,D-995,Sunny,9,22.01,Delayed,I light several measure save political.,4103.16
A-00173,Helicopter,Diesel,2189.56,1410.7,2025-03-01,Dubai Port,Dubai Port,22.33,No,1.62,D-799,Rainy,5,113.05,Delayed,Figure politics wonder.,3547.09
A-00174,Supply Ship,Petrol,2681.06,1585.43,2025-01-14,Doha Bay,Doha Bay,41.99,No,1.3,D-349,Sunny,10,107.28,Delayed,Local environment can couple thus.,3485.38
A-00175,Supply Ship,Jet Fuel,1870.77,1566.05,2024-04-09,Ras Laffan,Doha Bay,46.15,No,1.98,D-296,Windy,11,55.84,Completed,Mind us conference.,3704.12
A-00176,Tugboat,Petrol,3167.69,216.96,2024-07-31,Abu Dhabi Rig,Dubai Port,52.91,No,0.9,D-908,Stormy,6,30.05,Delayed,Way natural despite easy grow level believe.,2850.92
A-00177,Helicopter,Diesel,249.79,564.38,2024-05-24,Muscat Dock,Dubai Port,5.61,Yes,0.83,D-139,Sunny,2,87.82,Cancelled,Impact listen computer whose every within.,207.33
A-00178,Helicopter,Petrol,4852.47,527.57,2024-01-11,Doha Bay,Muscat Dock,61.65,No,1.0,D-619,Stormy,10,108.31,Completed,Star choice responsibility.,4852.47
A-00179,Truck,Jet Fuel,4631.07,1869.83,2025-04-06,Doha Bay,Abu Dhabi Rig,9.08,Yes,1.29,D-337,Rainy,13,117.47,Cancelled,Language land little thus lot wrong life.,5974.08
A-00180,Helicopter,Petrol,4682.82,980.06,2025-05-27,Muscat Dock,Doha Bay,7.71,No,1.08,D-773,Rainy,14,33.01,Delayed,Describe assume usually.,5057.45
A-00181,Truck,Jet Fuel,1888.52,231.0,2024-01-10,Muscat Dock,Dubai Port,33.44,No,1.74,D-651,Sunny,7,80.02,Delayed,Resource quality bag television name.,3286.02
A-00182,Helicopter,Jet Fuel,2706.27,586.26,2025-04-17,Abu Dhabi Rig,Doha Bay,27.42,Yes,1.84,D-846,Windy,9,63.06,Completed,Arrive kitchen policy establish car hand environmental.,4979.54
A-00183,Tugboat,Petrol,4775.24,1745.08,2024-03-26,Dubai Port,Abu Dhabi Rig,4.88,No,1.95,D-235,Stormy,11,35.68,Delayed,Report subject air.,9311.72
A-00184,Helicopter,Diesel,4521.5,1695.66,2024-03-31,Abu Dhabi Rig,Doha Bay,12.79,No,1.73,D-361,Sunny,2,100.79,Completed,On follow set chair Democrat success.,7822.2
A-00185,Truck,Petrol,3972.2,1801.68,2025-06-17,Dubai Port,Doha Bay,32.18,Yes,1.41,D-522,Sunny,9,98.22,Completed,Artist quality they person form enter stage.,5600.8
A-00186,Truck,Diesel,2095.92,783.17,2025-03-22,Doha Bay,Dubai Port,59.86,Yes,1.42,D-841,Stormy,5,116.46,Delayed,Feel billion his oil.,2976.21
A-00187,Tugboat,Diesel,2865.26,1286.27,2023-10-26,Ras Laffan,Dubai Port,9.61,Yes,0.78,D-876,Sunny,1,28.55,Completed,Movie throw wear be military.,2234.9
A-00188,Helicopter,Petrol,3985.27,563.57,2024-03-30,Muscat Dock,Dubai Port,8.42,No,0.89,D-276,Stormy,5,43.89,Completed,Special tree need white over.,3546.89
A-00189,Helicopter,Diesel,1437.76,369.84,2025-05-09,Abu Dhabi Rig,Abu Dhabi Rig,58.14,No,2.0,D-546,Rainy,14,102.76,Cancelled,Garden understand always community her.,2875.52
A-00190,Tugboat,Diesel,3169.6,53.58,2024-06-22,Doha Bay,Ras Laffan,35.95,No,0.89,D-457,Stormy,2,59.54,Cancelled,Vote act question month floor.,2820.94
A-00191,Helicopter,Petrol,4156.88,454.65,2024-05-10,Abu Dhabi Rig,Abu Dhabi Rig,26.58,No,1.2,D-675,Windy,8,67.59,Delayed,Country edge despite discuss realize.,4988.26
A-00192,Helicopter,Petrol,3566.53,1212.7,2024-11-06,Dubai Port,Dubai Port,33.76,No,1.08,D-570,Stormy,3,81.15,Cancelled,Worry worry drop.,3851.85
A-00193,Truck,Petrol,2449.46,1809.38,2025-02-09,Muscat Dock,Muscat Dock,30.17,No,1.53,D-306,Rainy,9,60.85,Delayed,Everything wear politics skill.,3747.67
A-00194,Helicopter,Diesel,2964.58,275.51,2025-02-26,Dubai Port,Doha Bay,56.51,No,1.0,D-132,Stormy,5,23.54,Delayed,Never energy huge person.,2964.58
A-00195,Helicopter,Jet Fuel,4944.51,1836.84,2025-03-12,Dubai Port,Doha Bay,1.66,No,1.52,D-915,Stormy,3,80.4,Completed,Old after grow successful return.,7515.66
A-00196,Tugboat,Diesel,3049.74,697.32,2024-04-08,Dubai Port,Doha Bay,31.75,No,1.94,D-120,Sunny,10,42.89,Completed,Might particular road company collection care.,5916.5
A-00197,Tugboat,Jet Fuel,3949.53,859.39,2025-07-17,Doha Bay,Doha Bay,12.28,No,0.88,D-979,Stormy,1,116.89,Delayed,Fast interest attention much present owner.,3475.59
A-00198,Supply Ship,Petrol,3660.36,736.31,2024-09-21,Muscat Dock,Muscat Dock,22.89,No,1.06,D-391,Rainy,4,89.03,Cancelled,Painting generation page read light.,3879.98
A-00199,Truck,Jet Fuel,3537.3,823.13,2025-05-15,Ras Laffan,Dubai Port,8.96,No,1.01,D-247,Rainy,7,104.07,Delayed,Drug see many agency note table.,3572.67
A-00200,Helicopter,Petrol,3610.21,525.79,2024-04-09,Abu Dhabi Rig,Ras Laffan,31.32,Yes,0.95,D-694,Windy,3,115.44,Delayed,Because record customer member.,3429.7
A-00201,Helicopter,Petrol,2326.61,1400.22,2025-03-21,Dubai Port,Doha Bay,46.67,Yes,0.91,D-863,Stormy,9,26.33,Completed,Air many laugh better assume recently.,2117.22
A-00202,Supply Ship,Jet Fuel,2423.38,1518.78,2024-08-02,Muscat Dock,Ras Laffan,47.97,No,1.45,D-137,Sunny,5,34.87,Completed,Service suffer middle evening take our work.,3513.9
A-00203,Helicopter,Petrol,2392.53,1647.99,2025-03-20,Abu Dhabi Rig,Abu Dhabi Rig,57.57,No,1.32,D-936,Rainy,12,100.8,Completed,Feeling expect you police note section born.,3158.14
A-00204,Truck,Jet Fuel,262.95,689.17,2024-04-06,Muscat Dock,Abu Dhabi Rig,58.87,Yes,1.26,D-779,Windy,11,108.48,Cancelled,Whether century direction its city mother.,331.32
A-00205,Supply Ship,Petrol,1281.22,1531.61,2025-04-12,Abu Dhabi Rig,Doha Bay,43.44,No,1.7,D-531,Stormy,14,20.49,Delayed,Entire board consider low development investment should.,2178.07
A-00206,Truck,Diesel,857.36,1278.97,2023-08-09,Muscat Dock,Dubai Port,26.07,Yes,0.72,D-119,Sunny,14,114.52,Cancelled,Front trial moment theory beat.,617.3
A-00207,Supply Ship,Diesel,4443.58,1916.25,2023-11-18,Ras Laffan,Muscat Dock,4.64,No,0.75,D-419,Stormy,12,65.44,Completed,Boy lead blood perhaps no.,3332.68
A-00208,Supply Ship,Petrol,1447.35,855.32,2024-09-24,Muscat Dock,Doha Bay,3.55,Yes,1.27,D-284,Stormy,11,66.26,Cancelled,Race left person reality minute series.,1838.13
A-00209,Tugboat,Petrol,778.37,1984.7,2025-07-18,Muscat Dock,Abu Dhabi Rig,9.04,No,1.03,D-746,Windy,6,107.87,Cancelled,Buy form always nearly.,801.72
A-00210,Truck,Jet Fuel,686.86,1483.38,2023-12-06,Dubai Port,Abu Dhabi Rig,70.85,No,0.76,D-401,Rainy,7,48.95,Completed,Girl common feeling base matter.,522.01
A-00211,Helicopter,Diesel,3529.95,1554.79,2024-09-21,Dubai Port,Ras Laffan,56.8,No,1.54,D-759,Stormy,10,78.35,Delayed,Republican decade space across not government sort herself.,5436.12
A-00212,Helicopter,Jet Fuel,129.81,61.15,2024-08-24,Dubai Port,Muscat Dock,29.75,No,1.24,D-351,Stormy,14,53.42,Cancelled,Heart health try money skill drop.,160.96
A-00213,Truck,Petrol,2409.39,999.82,2023-12-11,Muscat Dock,Doha Bay,34.1,No,0.8,D-147,Windy,13,31.36,Cancelled,Scene all stand trouble line already.,1927.51
A-00214,Helicopter,Petrol,682.47,1061.39,2023-08-07,Ras Laffan,Dubai Port,53.35,No,0.9,D-590,Sunny,5,55.86,Delayed,Show officer able executive usually could.,614.22
A-00215,Helicopter,Jet Fuel,4263.35,90.79,2024-11-15,Abu Dhabi Rig,Ras Laffan,37.52,No,1.58,D-502,Stormy,2,37.3,Cancelled,Movie process indeed political.,6736.09
A-00216,Truck,Petrol,4796.41,631.14,2024-07-07,Dubai Port,Muscat Dock,26.59,No,0.99,D-139,Rainy,3,72.1,Cancelled,Culture magazine pay happy current once.,4748.45
A-00217,Supply Ship,Diesel,4797.9,1911.73,2024-05-07,Doha Bay,Ras Laffan,25.82,No,0.81,D-496,Stormy,11,72.98,Delayed,Center investment paper.,3886.3
A-00218,Truck,Jet Fuel,2265.62,857.96,2023-11-12,Muscat Dock,Dubai Port,15.88,No,1.95,D-158,Stormy,13,63.73,Delayed,Fund member act prove investment property economic fight.,4417.96
A-00219,Supply Ship,Diesel,3258.12,381.54,2023-11-28,Ras Laffan,Abu Dhabi Rig,63.88,No,0.63,D-363,Rainy,9,37.38,Cancelled,Have thing event mother which.,2052.62
A-00220,Helicopter,Diesel,3038.55,1031.54,2024-01-01,Ras Laffan,Doha Bay,30.4,No,0.72,D-504,Windy,14,31.87,Delayed,Discussion share quite trade report.,2187.76
A-00221,Helicopter,Diesel,1815.19,77.19,2025-03-03,Dubai Port,Doha Bay,54.42,Yes,1.58,D-242,Stormy,3,30.46,Delayed,Would relate candidate close consider kid claim stage.,2868.0
A-00222,Helicopter,Jet Fuel,2275.92,1036.82,2025-06-10,Dubai Port,Dubai Port,41.74,No,1.14,D-885,Rainy,2,31.22,Cancelled,Significant tough back old democratic agreement.,2594.55
A-00223,Tugboat,Petrol,415.19,1192.59,2024-07-30,Doha Bay,Doha Bay,54.54,Yes,1.63,D-751,Rainy,8,49.49,Completed,Positive blood side laugh majority.,676.76
A-00224,Supply Ship,Diesel,3998.93,721.81,2023-12-27,Doha Bay,Doha Bay,23.78,No,1.33,D-357,Sunny,13,20.19,Cancelled,Wife certain truth once unit possible too.,5318.58
A-00225,Tugboat,Diesel,1279.94,1527.53,2024-04-18,Dubai Port,Ras Laffan,54.39,No,0.56,D-528,Windy,8,26.23,Cancelled,Someone reveal her ago your.,716.77
A-00226,Tugboat,Diesel,2356.58,280.07,2024-12-03,Abu Dhabi Rig,Dubai Port,57.09,No,1.53,D-158,Rainy,7,67.04,Delayed,Check tonight talk situation agree according.,3605.57
A-00227,Truck,Petrol,2455.04,1757.58,2024-08-29,Dubai Port,Ras Laffan,8.4,No,1.71,D-417,Stormy,2,38.27,Completed,Detail despite spend marriage.,4198.12
A-00228,Tugboat,Petrol,2847.49,1911.34,2023-09-06,Dubai Port,Doha Bay,7.49,Yes,1.33,D-660,Windy,2,46.34,Completed,Power item yeah green choose.,3787.16
A-00229,Truck,Jet Fuel,4107.6,12.46,2023-12-04,Ras Laffan,Muscat Dock,70.97,No,0.96,D-636,Rainy,3,55.33,Completed,Everybody decision source whatever soon may security.,3943.3
A-00230,Truck,Petrol,3490.22,1687.02,2023-12-08,Dubai Port,Muscat Dock,9.37,No,0.52,D-671,Windy,14,23.97,Delayed,Base prove smile stage.,1814.91
A-00231,Tugboat,Jet Fuel,3349.01,1017.15,2023-12-16,Dubai Port,Ras Laffan,49.62,No,1.86,D-603,Stormy,10,42.0,Delayed,Company of role financial.,6229.16
A-00232,Supply Ship,Jet Fuel,2681.05,928.2,2025-04-18,Dubai Port,Abu Dhabi Rig,54.09,No,1.56,D-367,Sunny,13,97.67,Completed,Around play accept over.,4182.44
A-00233,Supply Ship,Jet Fuel,570.18,484.97,2025-05-24,Abu Dhabi Rig,Abu Dhabi Rig,5.51,No,0.57,D-809,Stormy,1,54.09,Completed,Newspaper car defense front.,325.0
A-00234,Supply Ship,Jet Fuel,2069.84,900.18,2024-05-27,Ras Laffan,Dubai Port,54.0,No,1.76,D-978,Windy,13,38.62,Delayed,Explain bit amount charge against down during.,3642.92
A-00235,Supply Ship,Jet Fuel,4790.85,1901.35,2023-11-15,Muscat Dock,Muscat Dock,30.79,No,0.58,D-260,Stormy,12,39.77,Delayed,Probably natural indicate story her will.,2778.69
A-00236,Supply Ship,Diesel,4978.19,429.47,2023-08-30,Muscat Dock,Muscat Dock,20.5,No,1.57,D-324,Rainy,5,118.47,Cancelled,Indicate quite among word kid.,7815.76
A-00237,Tugboat,Petrol,3679.44,366.29,2024-05-18,Muscat Dock,Ras Laffan,48.24,No,1.54,D-347,Windy,12,34.85,Cancelled,Always attack owner sort wind.,5666.34
A-00238,Tugboat,Diesel,1214.82,491.37,2023-09-01,Muscat Dock,Doha Bay,60.15,No,1.87,D-239,Stormy,3,110.54,Delayed,Six exactly future including during opportunity.,2271.71
A-00239,Helicopter,Jet Fuel,599.26,1108.15,2024-11-05,Ras Laffan,Dubai Port,41.67,No,0.75,D-553,Stormy,4,28.05,Completed,Would just choose final.,449.44
A-00240,Supply Ship,Petrol,2132.35,1861.3,2024-02-04,Dubai Port,Ras Laffan,62.81,Yes,1.35,D-642,Stormy,9,107.44,Delayed,Choice politics training another attention this cost.,2878.67
A-00241,Tugboat,Diesel,4297.2,1152.02,2025-06-26,Muscat Dock,Abu Dhabi Rig,2.59,No,1.32,D-673,Sunny,7,70.69,Completed,Particularly any buy prevent.,5672.3
A-00242,Helicopter,Diesel,3637.13,494.53,2024-07-05,Dubai Port,Doha Bay,53.44,No,0.55,D-466,Sunny,7,80.87,Delayed,Easy staff kind enter herself eat.,2000.42
A-00243,Supply Ship,Jet Fuel,4431.07,886.5,2025-01-02,Muscat Dock,Dubai Port,13.03,No,1.46,D-141,Sunny,3,44.59,Cancelled,Bar possible nearly prevent whom.,6469.36
A-00244,Truck,Diesel,3117.3,786.9,2023-11-18,Abu Dhabi Rig,Doha Bay,21.31,No,0.88,D-935,Sunny,7,109.86,Cancelled,Push total if above.,2743.22
A-00245,Helicopter,Diesel,738.61,102.67,2025-03-18,Dubai Port,Abu Dhabi Rig,41.63,No,1.0,D-872,Stormy,9,78.71,Cancelled,Final south book production still soon.,738.61
A-00246,Tugboat,Diesel,662.5,1026.18,2024-05-15,Ras Laffan,Ras Laffan,20.49,No,0.86,D-833,Sunny,12,87.57,Delayed,Stop skin evening executive modern offer student.,569.75
A-00247,Truck,Diesel,335.21,260.75,2023-12-13,Abu Dhabi Rig,Ras Laffan,12.94,No,0.58,D-562,Stormy,11,75.68,Delayed,Any maybe whole class plant edge ago.,194.42
A-00248,Truck,Diesel,2878.69,1686.07,2024-01-11,Abu Dhabi Rig,Muscat Dock,63.87,No,0.75,D-245,Rainy,12,32.52,Completed,Machine mention indicate dog land mouth choice.,2159.02
A-00249,Truck,Jet Fuel,1290.14,1102.44,2023-10-22,Ras Laffan,Ras Laffan,65.38,Yes,0.81,D-434,Rainy,10,103.62,Delayed,Media film style real.,1045.01
A-00250,Helicopter,Jet Fuel,3698.48,1690.77,2023-11-29,Abu Dhabi Rig,Muscat Dock,3.58,No,1.37,D-652,Rainy,9,38.36,Delayed,Tough act imagine somebody.,5066.92
A-00251,Tugboat,Diesel,3462.62,1912.53,2024-06-13,Dubai Port,Ras Laffan,36.51,No,0.7,D-463,Windy,10,49.19,Cancelled,Result around month begin everything ahead.,2423.83
A-00252,Truck,Jet Fuel,1658.74,1886.94,2023-08-18,Doha Bay,Dubai Port,15.46,No,1.88,D-800,Rainy,1,86.95,Completed,Most who people structure meeting.,3118.43
A-00253,Supply Ship,Jet Fuel,966.33,209.85,2025-03-31,Doha Bay,Abu Dhabi Rig,62.3,No,0.85,D-144,Windy,9,29.33,Cancelled,Shake direction yes number fact.,821.38
A-00254,Truck,Petrol,601.76,1890.19,2024-09-09,Muscat Dock,Doha Bay,33.84,No,1.48,D-480,Sunny,3,113.34,Delayed,Church off spend appear particularly serious.,890.6
A-00255,Truck,Diesel,3712.84,1593.54,2024-05-06,Muscat Dock,Abu Dhabi Rig,34.97,No,0.74,D-246,Rainy,6,32.41,Cancelled,Way join improve cut how.,2747.5
A-00256,Helicopter,Jet Fuel,2307.16,1557.54,2025-03-27,Dubai Port,Abu Dhabi Rig,45.55,Yes,1.69,D-497,Rainy,2,86.72,Cancelled,Image system professor magazine.,3899.1
A-00257,Helicopter,Jet Fuel,1685.3,189.36,2024-02-17,Ras Laffan,Muscat Dock,4.95,No,0.61,D-417,Rainy,4,83.51,Completed,Force each conference care garden friend treat write.,1028.03
A-00258,Tugboat,Diesel,4297.6,367.23,2024-02-19,Dubai Port,Muscat Dock,10.04,Yes,1.61,D-162,Sunny,3,89.8,Delayed,Me tell community poor certainly.,6919.14
A-00259,Supply Ship,Petrol,3008.7,1950.58,2025-04-26,Muscat Dock,Dubai Port,36.39,No,1.09,D-165,Rainy,6,63.33,Completed,Side figure positive not Mrs season.,3279.48
A-00260,Helicopter,Diesel,2638.21,434.61,2025-05-09,Abu Dhabi Rig,Doha Bay,69.64,No,1.2,D-572,Rainy,1,58.23,Cancelled,Feeling my officer must.,3165.85
A-00261,Truck,Petrol,3742.56,346.42,2024-11-21,Dubai Port,Ras Laffan,60.9,Yes,1.05,D-707,Stormy,4,117.77,Completed,Pretty manager while bank teach method plan.,3929.69
A-00262,Tugboat,Diesel,4096.36,731.08,2024-05-18,Dubai Port,Ras Laffan,64.14,No,1.1,D-421,Stormy,1,101.72,Completed,Imagine appear owner population still require.,4506.0
A-00263,Truck,Diesel,3461.76,1827.58,2023-12-13,Ras Laffan,Abu Dhabi Rig,10.74,No,0.51,D-812,Windy,1,68.54,Delayed,Actually authority allow third force make sea.,1765.5
A-00264,Truck,Diesel,2256.03,957.62,2025-07-23,Muscat Dock,Dubai Port,69.06,No,0.54,D-595,Stormy,4,38.23,Completed,Enough floor read.,1218.26
A-00265,Helicopter,Diesel,1958.56,1841.96,2024-10-09,Dubai Port,Doha Bay,52.83,No,1.69,D-193,Sunny,5,109.06,Cancelled,Read wind myself already action occur require.,3309.97
A-00266,Tugboat,Petrol,3881.16,675.33,2024-08-07,Abu Dhabi Rig,Ras Laffan,24.12,No,0.82,D-653,Sunny,12,84.87,Completed,Card Democrat little foot sister science around.,3182.55
A-00267,Supply Ship,Petrol,2637.75,460.79,2024-06-25,Abu Dhabi Rig,Abu Dhabi Rig,62.38,No,1.41,D-914,Rainy,7,33.58,Cancelled,So keep offer forward future.,3719.23
A-00268,Supply Ship,Jet Fuel,3551.49,995.45,2024-07-26,Doha Bay,Dubai Port,54.06,Yes,1.48,D-179,Stormy,8,38.31,Completed,Various floor piece population capital else our point.,5256.21
A-00269,Helicopter,Diesel,4462.95,1234.8,2024-05-09,Muscat Dock,Doha Bay,53.29,No,1.55,D-663,Windy,3,74.08,Completed,Population time reason meeting class.,6917.57
A-00270,Helicopter,Petrol,4587.86,789.08,2024-04-27,Abu Dhabi Rig,Abu Dhabi Rig,53.16,No,1.4,D-815,Windy,12,70.37,Completed,Police recognize six door number.,6423.0
A-00271,Tugboat,Petrol,1460.81,698.6,2024-08-21,Ras Laffan,Abu Dhabi Rig,57.86,No,1.44,D-135,Windy,3,60.93,Delayed,Record how participant PM two religious no suddenly.,2103.57
A-00272,Supply Ship,Petrol,1020.66,443.94,2023-09-26,Muscat Dock,Dubai Port,68.35,No,1.37,D-179,Rainy,10,62.69,Completed,Hope material myself kid mention executive.,1398.3
A-00273,Supply Ship,Diesel,1380.31,557.26,2025-07-25,Abu Dhabi Rig,Dubai Port,10.72,No,1.89,D-266,Sunny,4,37.22,Cancelled,Under upon response spring determine.,2608.79
A-00274,Supply Ship,Jet Fuel,3781.72,1349.5,2024-03-24,Dubai Port,Dubai Port,71.97,Yes,1.5,D-153,Rainy,6,45.55,Cancelled,Figure election story center.,5672.58
A-00275,Truck,Petrol,1913.28,746.05,2023-09-29,Muscat Dock,Dubai Port,62.94,No,1.03,D-931,Sunny,2,69.27,Delayed,American kitchen fire one less sign half.,1970.68
